,course_href,course_name,partner_title,stars,recent_views,num_ratings,num_reviews,description,outcome,highlight,length
459,/learn/advanced-excel,Data Visualization with Advanced Excel,PwC,4.8,"53,601 recent views","2,601 ratings",415,"In this course, you will get hands-on instruction of advanced Excel 2013 functions.  You’ll learn to use PowerPivot to build databases and data models.  We’ll show you how to perform different types of scenario and simulation analysis and you’ll have an opportunity to practice these skills by leveraging some of Excel's built in tools including, solver, data tables, scenario manager and goal seek.  In the second half of the course, will cover how to visualize data, tell a story and explore data by reviewing core principles of data visualization and dashboarding.  You’ll use Excel to build complex graphs and Power View reports and then start to combine them into dynamic dashboards.Note: Learners will need PowerPivot to complete some of the exercises. Please use MS Excel 2013 version. If you have other MS Excel versions or a MAC you might not be able to complete all assignments.

This course was created by PricewaterhouseCoopers LLP with an address at 300 Madison Avenue, New York, New York, 10017.","['24%got a tangible career benefit from this course', '16%got a pay increase or promotion', '20%started a new career after completing these courses']","['English', 'Course 3 of 5 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 15 hours to complete
460,/learn/business-intelligence-tools,"Business Intelligence Concepts, Tools, and Applications",University of Colorado System,4.5,"32,638 recent views",573 ratings,105,"This is the fourth course in the Data Warehouse for Business Intelligence specialization. Ideally, the courses should be taken in sequence.  In this course, you will gain the knowledge and skills for using data warehouses for business intelligence purposes and for working as a business intelligence developer. You’ll have the opportunity to work with large data sets in a data warehouse environment and will learn the use of MicroStrategy's Online Analytical Processing (OLAP) and Visualization capabilities to create visualizations and dashboards. The course gives an overview of how business intelligence technologies can support decision making across any number of business sectors. These technologies have had a profound impact on corporate strategy, performance, and competitiveness and broadly encompass  decision support systems, business intelligence systems, and visual analytics. Modules are organized around the business intelligence concepts, tools, and applications, and the use of data warehouse for business reporting and online analytical processing, for creating visualizations and dashboards, and for business performance management and descriptive analytics.","['50%started a new career after completing these courses', '17%got a pay increase or promotion', '36%got a tangible career benefit from this course']","['English', 'Shareable Certificate', 'Course 4 of 5 in the', 'Flexible deadlines', '100% online']",Approx. 22 hours to complete
461,/learn/survival-analysis-r-public-health,Survival Analysis in R for Public Health,Imperial College London,4.5,"22,241 recent views",221 ratings,53,"Welcome to Survival Analysis in R for Public Health!The three earlier courses in this series covered statistical thinking, correlation, linear regression and logistic regression. This one will show you how to run survival – or “time to event” – analysis, explaining what’s meant by familiar-sounding but deceptive terms like hazard and censoring, which have specific meanings in this context. Using the popular and completely free software R, you’ll learn how to take a data set from scratch, import it into R, run essential descriptive analyses to get to know the data’s features and quirks, and progress from Kaplan-Meier plots through to multiple Cox regression. You’ll use data simulated from real, messy patient-level data for patients admitted to hospital with heart failure and learn how to explore which factors predict their subsequent mortality. You’ll learn how to test model assumptions and fit to the data and some simple tricks to get round common problems that real public health data have. There will be mini-quizzes on the videos and the R exercises with feedback along the way to check your understanding.

Prerequisites

Some formulae are given to aid understanding, but this is not one of those courses where you need a mathematics degree to follow it. You will need basic numeracy (for example, we will not use calculus) and familiarity with graphical and tabular ways of presenting results. The three previous courses in the series explained concepts such as hypothesis testing, p values, confidence intervals, correlation and regression and showed how to install R and run basic commands. In this course, we will recap all these core ideas in brief, but if you are unfamiliar with them, then you may prefer to take the first course in particular, Statistical Thinking in Public Health, and perhaps also the second, on linear regression, before embarking on this one.",[],"['English', 'Intermediate Level', 'Shareable Certificate', 'Course 4 of 4 in the', 'Flexible deadlines', '100% online']",Approx. 11 hours to complete
462,/learn/intro-tensorflow-es,Intro to TensorFlow en Español,Google Cloud,4.4,"2,206 recent views",115 ratings,28,"Este curso se enfoca en aprovechar la flexibilidad y facilidad de uso de TensorFlow 2.x y Keras para compilar, entrenar e implementar modelos de aprendizaje automático.  Aprenderá sobre la jerarquía de la API de TensorFlow 2.x y conocerá los componentes principales de TensorFlow mediante ejercicios prácticos.  Le mostraremos cómo trabajar con conjuntos de datos y columnas de atributos. Aprenderá a diseñar y compilar una canalización de datos de entrada de TensorFlow 2.x.  Adquirirá experiencia práctica en la carga de arreglos de NumPy, imágenes y datos de texto con tf.data.Dataset, así como de datos de CSV con Pandas. También adquirirá experiencia práctica en la creación de columnas de atributos numéricas, categóricas, agrupadas en depósitos y con hash.Además, le presentaremos las API secuencial y funcional de Keras para mostrarle cómo crear modelos de aprendizaje profundo.  Hablaremos sobre las funciones de activación, pérdida y optimización.  Nuestros labs prácticos sobre los notebooks de Jupyter le permitirán compilar modelos de aprendizaje automático de regresión lineal básica, y de regresión logística básica y avanzada.  Aprenderá a entrenar, implementar y llevar a producción modelos de aprendizaje automático a gran escala con AI Platform de Cloud.",[],"['Course 3 of 5 in the', 'Shareable Certificate', 'Spanish', 'Flexible deadlines', '100% online']",Approx. 18 hours to complete
463,/learn/stats-for-data-analysis,Построение выводов по данным,Moscow Institute of Physics and Technology,4.7,"45,909 recent views",994 ratings,147,"Влияет ли знание методов анализа данных на уровень заработной платы? Работает ли система оценки кредитоспособности клиентов банка? Действительно ли новый баннер лучше старого? Чтобы ответить на такие вопросы, нужно собрать данные. Данные почти всегда содержат шум, поэтому утверждения, которые можно сделать на их основе, верны не всегда, а только с определённой вероятностью. Строить наиболее корректные выводы и численно оценивать степень уверенности в них помогают методы статистики. Как можно оценивать неизвестные параметры системы по небольшому количеству наблюдений? Как измерить точность таких оценок? Какие данные нужны, чтобы ответить на ваш вопрос, и на какие вопросы можно ответить с помощью уже имеющихся данных? Вы узнаете все, что нужно для успешного превращения данных в выводы — организация экспериментов, A/B-тестирование, универсальные методы оценки параметров и проверки гипотез, корреляции и причинно-следственные связи.

Видео курса разработаны на Python 2. Задания и ноутбуки к ним адаптированы к Python 3.","['33%started a new career after completing these courses', '50%got a pay increase or promotion', '43%got a tangible career benefit from this course']","['Course 4 of 6 in the', 'Shareable Certificate', 'Russian', 'Flexible deadlines', '100% online']",Approx. 27 hours to complete
464,/learn/machinnoe-obuchenie-v-finansah,Машинное обучение в финансах,SberUniversity,4.5,"9,378 recent views",77 ratings,34,"Машинное обучение (Machine Learning, или ML) — это дисциплина о том, как на основе различных алгоритмов обучить компьютер распознавать, классифицировать и предсказывать объекты. Машинное обучение подарило нам эффективный поиск и персонализированный контент в интернете, а в последнее время активно используется в финансах и банковской сфере — наш курс именно об этом!Применение методов ML помогает банку более оперативно принимать решения. Сможет ли вернуть кредит конкретный клиент? Как изменится объем вкладов и кредитов в ближайшей перспективе? Как оптимизировать внутренние процессы?  Эти и многие другие проблемы финансовой сферы помогают решать на практике передовые методы ML.

Если вы студент и видите свое будущее в ML в финансах, но еще не до конца понимаете, чем будете заниматься; или уже работаете в банковской/IT сфере и хотите улучшить свои знания и квалификацию, а может быть, вы просто активно интересуетесь последними тенденциями применения ML — добро пожаловать на онлайн-курс «Машинное обучение в финансах» от команды финансистов Сбербанка!

Наш курс практико-ориентированный: вы узнаете о внедрении и применении ML на примере трейдинга, прогнозировании операционного дохода банка, автоматизации внутренних процессов и др., а также пройдете несколько практических заданий с использованием языка программирования Python. На второй неделе курса используется вероятностный язык программирования Stan. В лекциях и домашних заданиях по прогнозированию представлены базовые примеры моделей в Stan и ссылки на более детальное ознакомление с языком. Освоив эту программу, слушатель научится применять на практике многие методы ML и получит конкурентное преимущество для трудоустройства в финансовой и IT сфере.",[],"['Intermediate Level', 'Shareable Certificate', 'Russian', 'Flexible deadlines', '100% online']",Approx. 21 hours to complete
465,/learn/probabilistic-models-in-nlp,Natural Language Processing with Probabilistic Models,DeepLearning.AI,4.7,"146,845 recent views","1,029 ratings",181,"In Course 2 of the Natural Language Processing Specialization, offered by deeplearning.ai, you will:a) Create a simple auto-correct algorithm using minimum edit distance and dynamic programming,
b) Apply the Viterbi Algorithm for part-of-speech (POS) tagging, which is important for computational linguistics,
c) Write a better auto-complete algorithm using an N-gram language model, and 
d) Write your own Word2Vec model that uses a neural network to compute word embeddings using a continuous bag-of-words model.
 
Please make sure that you’re comfortable programming in Python and have a basic knowledge of machine learning, matrix multiplications, and conditional probability.

By the end of this Specialization, you will have designed NLP applications that perform question-answering and sentiment analysis, created tools to translate languages and summarize text, and even built a chatbot!

This Specialization is designed and taught by two experts in NLP, machine learning, and deep learning. Younes Bensouda Mourri is an Instructor of AI at Stanford University who also helped build the Deep Learning Specialization. Łukasz Kaiser is a Staff Research Scientist at Google Brain and the co-author of Tensorflow, the Tensor2Tensor and Trax libraries, and the Transformer paper.","['17%started a new career after completing these courses', '20%got a tangible career benefit from this course', '25%got a pay increase or promotion']","['English', 'Course 2 of 4 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 24 hours to complete
466,/learn/advanced-data-science-capstone,Advanced Data Science Capstone,IBM,4.6,"13,154 recent views",352 ratings,63,"This project completer has proven a deep understanding on massive parallel data processing, data exploration and visualization, advanced machine learning and deep learning and how to apply his knowledge in a real-world practical use case where he justifies architectural decisions, proves understanding the characteristics of different algorithms, frameworks and technologies and how they impact model performance and scalability. Please note: You are requested to create a short video presentation at the end of the course. This is mandatory to pass. You don't need to share the video in public.","['57%got a tangible career benefit from this course', '67%started a new career after completing these courses']","['English', 'Shareable Certificate', 'Course 4 of 4 in the', 'Flexible deadlines', '100% online']",Approx. 9 hours to complete
467,/learn/information-visualization-advanced-techniques,Information Visualization: Advanced Techniques,New York University,4.7,"11,506 recent views",27 ratings,10,"This course aims to introduce learners to advanced visualization techniques beyond the basic charts covered in Information Visualization: Fundamentals. These techniques are organized around data types to cover advance methods for: temporal and spatial data, networks and trees and textual data. In this module we also teach learners how to develop innovative techniques in D3.js.Learning Goals
Goal: Analyze the design space of visualization solutions for various kinds of data visualization problems. Learn what designs are available for a given problem and what are their respective advantages and disadvantages.
- Temporal
- Spatial
- Spatio-Temporal
- Networks
- Trees
- Text

This is the fourth course in the Information Visualization Specialization. The course expects you to have some basic knowledge of programming as well as some basic visualization skills (as those introduced in the first course of the specialization).",[],"['English', 'Shareable Certificate', 'Course 4 of 4 in the', 'Flexible deadlines', '100% online']",Approx. 16 hours to complete
468,/learn/big-data-management,Big Data Modeling and Management Systems,University of California San Diego,4.4,"75,604 recent views","2,817 ratings",471,"Once you’ve identified a big data issue to analyze, how do you collect, store and organize your data using Big Data solutions?  In this course, you will experience various data genres and management tools appropriate for each.  You will be able to describe the reasons behind the evolving plethora of new big data platforms from the perspective of big data management systems and analytical tools.  Through guided hands-on tutorials, you will become familiar with techniques using real-time and semi-structured data examples.  Systems and tools discussed include: AsterixDB, HP Vertica, Impala, Neo4j, Redis, SparkSQL. This course provides techniques to extract value from existing untapped data sources and discovering new data sources.At the end of this course, you will be able to:
 * Recognize different data elements in your own work and in everyday life problems
 * Explain why your team needs to design a Big Data Infrastructure Plan and Information System Design
 * Identify the frequent data operations required for various types of data
 * Select a data model to suit the characteristics of your data 
 * Apply techniques to handle streaming data
 * Differentiate between a traditional Database Management System and a Big Data Management System
 * Appreciate why there are so many data management systems
 * Design a big data information system for an online game company

This course is for those new to data science.  Completion of Intro to Big Data is recommended.  No prior programming experience is needed, although the ability to install applications and utilize a virtual machine is necessary to complete the hands-on assignments.  Refer to the specialization technical requirements for complete hardware and software specifications.

Hardware Requirements: 
(A) Quad Core Processor (VT-x or AMD-V support recommended), 64-bit; (B) 8 GB RAM; (C) 20 GB disk free. How to find your hardware information: (Windows): Open System by clicking the Start button, right-clicking Computer, and then clicking Properties; (Mac): Open Overview by clicking on the Apple menu and clicking “About This Mac.” Most computers with 8 GB RAM purchased in the last 3 years will meet the minimum requirements.You will need a high speed internet connection because you will be downloading files up to 4 Gb in size. 

Software Requirements: 
This course relies on several open-source software tools, including Apache Hadoop. All required software can be downloaded and installed free of charge (except for data charges from your internet provider). Software requirements include: Windows 7+, Mac OS X 10.10+, Ubuntu 14.04+ or CentOS 6+ VirtualBox 5+.","['34%got a tangible career benefit from this course', '42%started a new career after completing these courses']","['English', 'Shareable Certificate', 'Course 2 of 6 in the', 'Flexible deadlines', '100% online']",Approx. 13 hours to complete
469,/learn/tensorflow-sequences-time-series-and-prediction,"Sequences, Time Series and Prediction",DeepLearning.AI,4.7,"175,122 recent views","3,771 ratings",607,"If you are a software developer who wants to build scalable AI-powered algorithms, you need to understand how to use the tools to build them. This Specialization will teach you best practices for using TensorFlow, a popular open-source framework for machine learning.In this fourth course, you will learn how to build time series models in TensorFlow. You’ll first implement best practices to prepare time series data. You’ll also explore how RNNs and 1D ConvNets can be used for prediction. Finally, you’ll apply everything you’ve learned throughout the Specialization to build a sunspot prediction model using real-world data!

The Machine Learning course and Deep Learning Specialization from Andrew Ng teach the most important and foundational principles of Machine Learning and Deep Learning. This new deeplearning.ai TensorFlow Specialization teaches you how to use TensorFlow to implement those principles so that you can start building and applying scalable models to real-world problems. To develop a deeper understanding of how neural networks work, we recommend that you take the Deep Learning Specialization.",[],"['English', 'Intermediate Level', 'Shareable Certificate', 'Course 4 of 4 in the', 'Flexible deadlines', '100% online']",Approx. 13 hours to complete
470,/learn/big-data-integration-processing,Big Data Integration and Processing,University of California San Diego,4.4,"87,812 recent views","2,205 ratings",474,"At the end of the course, you will be able to:*Retrieve data from example database and big data management systems 
*Describe the connections between data management operations and the big data processing patterns needed to utilize them in large-scale analytical applications
*Identify when a big data problem needs data integration
*Execute simple big data integration and processing on Hadoop and Spark platforms

This course is for those new to data science.  Completion of Intro to Big Data is recommended.  No prior programming experience is needed, although the ability to install applications and utilize a virtual machine is necessary to complete the hands-on assignments.  Refer to the specialization technical requirements for complete hardware and software specifications.

Hardware Requirements: 
(A) Quad Core Processor (VT-x or AMD-V support recommended), 64-bit; (B) 8 GB RAM; (C) 20 GB disk free. How to find your hardware information: (Windows): Open System by clicking the Start button, right-clicking Computer, and then clicking Properties; (Mac): Open Overview by clicking on the Apple menu and clicking “About This Mac.” Most computers with 8 GB RAM purchased in the last 3 years will meet the minimum requirements.You will need a high speed internet connection because you will be downloading files up to 4 Gb in size. 

Software Requirements: 
This course relies on several open-source software tools, including Apache Hadoop. All required software can be downloaded and installed free of charge (except for data charges from your internet provider). Software requirements include: Windows 7+, Mac OS X 10.10+, Ubuntu 14.04+ or CentOS 6+ VirtualBox 5+.","['35%got a tangible career benefit from this course', '20%got a pay increase or promotion', '41%started a new career after completing these courses']","['English', 'Shareable Certificate', 'Flexible deadlines', '100% online', 'Course 3 of 6 in the']",Approx. 18 hours to complete
471,/learn/ibm-ai-workflow-machine-learning-vr-nlp,"AI Workflow: Machine Learning, Visual Recognition and NLP",IBM,4.5,"7,943 recent views",60 ratings,9,"This is the fourth course in the IBM AI Enterprise Workflow Certification specialization.    You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones. Course 4 covers the next stage of the workflow, setting up models and their associated data pipelines for a hypothetical streaming media company.  The first topic covers the complex topic of evaluation metrics, where you will learn best practices for a number of different metrics including regression metrics, classification metrics, and multi-class metrics, which you will use to select the best model for your business challenge.  The next topics cover best practices for different types of models including linear models, tree-based models, and neural networks.  Out-of-the-box Watson models for natural language understanding and visual recognition will be used.  There will be case studies focusing on natural language processing and on image analysis to provide realistic context for the model pipelines.
 
By the end of this course you will be able to:
Discuss common regression, classification, and multilabel classification metrics
Explain the use of linear and logistic regression in supervised learning applications
Describe common strategies for grid searching and cross-validation
Employ evaluation metrics to select models for production use
Explain the use of tree-based algorithms in supervised learning applications
Explain the use of Neural Networks in supervised learning applications
Discuss the major variants of neural networks and recent advances
Create a neural net model in Tensorflow
Create and test an instance of Watson Visual Recognition
Create and test an instance of Watson NLU

Who should take this course?
This course targets existing data science practitioners that have expertise building machine learning models, who want to deepen their skills on building and deploying AI in large enterprises. If you are an aspiring Data Scientist, this course is NOT for you as you need real world expertise to benefit from the content of these courses.
 
What skills should you have?
It is assumed that you have completed Courses 1 through 3 of the IBM AI Enterprise Workflow specialization and you have a solid understanding of the following topics prior to starting this course: Fundamental understanding of Linear Algebra; Understand sampling, probability theory, and probability distributions; Knowledge of descriptive and inferential statistical concepts; General understanding of machine learning techniques and best practices; Practiced understanding of Python and the packages commonly used in data science: NumPy, Pandas, matplotlib, scikit-learn; Familiarity with IBM Watson Studio; Familiarity with the design thinking process.",[],"['English', 'Course 4 of 6 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 14 hours to complete
472,/learn/deploying-machine-learning-models,Deploying Machine Learning Models,University of California San Diego,3.6,"7,741 recent views",44 ratings,14,"In this course we will learn about Recommender Systems (which we will study for the Capstone project), and also look at deployment issues for data products. By the end of this course, you should be able to implement a working recommender system (e.g. to predict ratings, or generate lists of related products), and you should understand the tools and techniques required to deploy such a working system on real-world, large-scale datasets.This course is the final course in the Python Data Products for Predictive Analytics Specialization, building on the previous three courses (Basic Data Processing and Visualization, Design Thinking and Predictive Analytics for Data Products, and Meaningful Predictive Modeling). At each step in the specialization, you will gain hands-on experience in data manipulation and building your skills, eventually culminating in a capstone project encompassing all the concepts taught in the specialization.",[],"['English', 'Shareable Certificate', 'Course 4 of 4 in the', 'Flexible deadlines', '100% online']",Approx. 11 hours to complete
473,/learn/advanced-reports-sas-va,Creating Advanced Reports with SAS Visual Analytics,SAS,4.7,"5,245 recent views",151 ratings,18,"In this course, you learn how to create advanced data items, filters, and parameters in SAS Visual Analytics.",[],"['English', 'Course 5 of 5 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 11 hours to complete
474,/learn/gcp-exploring-preparing-data-bigquery,Exploring ​and ​Preparing ​your ​Data with BigQuery,Google Cloud,4.7,"95,376 recent views","2,306 ratings",375,"Welcome to the Coursera specialization, From Data to Insights with Google Cloud Platform brought to you by the Google Cloud team. I’m Evan Jones (a data enthusiast) and I’m going to be your guide.This first course in this specialization is Exploring and Preparing your Data with BigQuery. Here we will see what the common challenges faced by data analysts are and how to solve them with the big data tools on Google Cloud Platform. You’ll pick up some SQL along the way and become very familiar with using BigQuery and Cloud Dataprep to analyze and transform your datasets.

This course should take about one week to complete, 5-7 total hours of work.  By the end of this course, you’ll be able to query and draw insight from millions of records in our BigQuery public datasets. You’ll learn how to assess the quality of your datasets and develop an automated data cleansing pipeline that will output to BigQuery. Lastly, you’ll get to practice writing and troubleshooting SQL on a real Google Analytics e-commerce dataset to drive marketing insights.

>>> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<","['12%got a pay increase or promotion', '27%started a new career after completing these courses', '23%got a tangible career benefit from this course']","['English', 'Shareable Certificate', 'Course 1 of 4 in the', 'Flexible deadlines', '100% online']",Approx. 13 hours to complete
475,/learn/intro-accounting-data-analytics-visual,Introduction to Accounting Data Analytics and Visualization,University of Illinois at Urbana-Champaign,4.8,"32,812 recent views",329 ratings,53,"Accounting has always been about analytical thinking. From the earliest days of the profession, Luca Pacioli emphasized the importance of math and order for analyzing business transactions. The skillset that accountants have needed to perform math and to keep order has evolved from pencil and paper, to typewriters and calculators, then to spreadsheets and accounting software. A new skillset that is becoming more important for nearly every aspect of business is that of big data analytics: analyzing large amounts of data to find actionable insights. This course is designed to help accounting students develop an analytical mindset and prepare them to use data analytic programming languages like Python and R.We’ve divided the course into three main sections. In the first section, we bridge accountancy to analytics. We identify how tasks in the five major subdomains of accounting (i.e., financial, managerial, audit, tax, and systems) have historically required an analytical mindset, and we then explore how those tasks can be  completed more effectively and efficiently by using big data analytics. We then present a FACT framework for guiding big data analytics: Frame a question, Assemble data, Calculate the data, and Tell others about the results.
 
In the second section of the course, we emphasize the importance of assembling data. Using financial statement data, we explain desirable characteristics of both data and datasets that will lead to effective calculations and visualizations.
 
In the third, and largest section of the course, we demonstrate and explore how Excel and Tableau can be used to analyze big data. We describe visual perception principles and then apply those principles to create effective visualizations. We then examine fundamental data analytic tools, such as regression, linear programming (using Excel Solver), and clustering in the context of point of sale data and loan data. We conclude by demonstrating the power of data analytic programming languages to assemble, visualize, and analyze data. We introduce Visual Basic for Applications  as an example of a programming language, and the Visual Basic Editor as an example of an integrated development environment (IDE).",[],"['English', 'Shareable Certificate', 'Course 1 of 4 in the', 'Flexible deadlines', '100% online']",Approx. 19 hours to complete
476,/learn/businessintelligence,Business Intelligence and Competitive Analysis,Rutgers the State University of New Jersey,3.9,"23,589 recent views",57 ratings,18,"By the end of 2019, it is clear that American Airlines (AAL), the world’s largest airline group, is in trouble. With the growth rate of its stock price ranked at the bottom of all major US airlines and going in the opposite direction from the SP500 index, AAL needs to find out what is going on, and how to turn the company and its stock price around.The challenge faced by AAL is typical; addressing it may well be a management consulting project worthy millions of dollars. In particular, business intelligence and competitive analysis is required to discover problems and opportunities for the company, and lay the foundation for turning-around strategies. 

In this course, you will learn a powerful tool that combines  data, industry classification, and analytics models with visualization tools for effective and efficient business intelligence and competitive analysis. Upon completion of the course, you should be able to conduct a business intelligence and competitive analysis on a company of your choice as a management consultant.

Note: To gain hands-on experiences in business intelligence and data analytics, you need to get into actions. To this end, this course utilizes an external website (free) for you to play with the data. If you are not comfortable with this learning method, you can ignore this course and take other ones on Coursera - thank you.",[],"['English', 'Shareable Certificate', 'Beginner Level', 'Course 2 of 5 in the', 'Flexible deadlines', '100% online']",Approx. 9 hours to complete
477,/learn/data-analysis-project,Анализ данных: финальный проект,Moscow Institute of Physics and Technology,4.7,"16,790 recent views",317 ratings,61,"Финальный проект даст вам возможность применить полученные в рамках специализации знания к задаче из реального мира. Под руководством успешных специалистов в науке о данных вы сможете поработать над актуальным проектом в одной из областей: электронная коммерция, социальные медиа, информационный поиск, бизнес-аналитика и др.В отличие от задач, основанных на модельных данных, работа над проектом из реальной жизни даст вам возможность самостоятельно пройти все этапы анализа данных — от подготовки данных до построения финальной модели и оценки её качества. В результате в вашем арсенале появится проект, который вы сможете использовать на практике и самостоятельно развивать в дальнейшем.

Наличие такого проекта станет вашим конкурентным преимуществом, ведь вы всегда сможете продемонстрировать успешный проект потенциальному работодателю.

Видео курса разработаны на Python 2. Задания и ноутбуки к ним адаптированы к Python 3.","['65%got a tangible career benefit from this course', '75%started a new career after completing these courses']","['Shareable Certificate', 'Russian', 'Course 6 of 6 in the', 'Flexible deadlines', '100% online']",Approx. 44 hours to complete
478,/learn/clinical-research,Understanding Clinical Research: Behind the Statistics,University of Cape Town,4.8,"144,085 recent views","2,383 ratings",727,"If you’ve ever skipped over`the results section of a medical paper because terms like “confidence interval” or “p-value” go over your head, then you’re in the right place. You may be a clinical practitioner reading research articles to keep up-to-date with developments in your field or a medical student wondering how to approach your own research. Greater confidence in understanding statistical analysis and the results can benefit both working professionals and those undertaking research themselves. If you are simply interested in properly understanding the published literature or if you are embarking on conducting your own research, this course is your first step. It offers an easy entry into interpreting common statistical concepts without getting into nitty-gritty mathematical formulae. To be able to interpret and understand these concepts is the best way to start your journey into the world of clinical literature. That’s where this course comes in - so let’s get started!

The course is free to enroll and take. You will be offered the option of purchasing a certificate of completion which you become eligible for, if you successfully complete the course requirements. This can be an excellent way of staying motivated!  Financial Aid is also available.","['16%started a new career after completing these courses', '13%got a tangible career benefit from this course']","['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 27 hours to complete
479,/learn/factorial-fractional-factorial-designs,Factorial and Fractional Factorial Designs,Arizona State University,4.8,"11,447 recent views",35 ratings,7,"Many experiments in engineering, science and business involve several factors.  This course is an introduction to these types of multifactor experiments.  The appropriate experimental strategy for these situations is based on the factorial design, a type of experiment where factors are varied together.  This course focuses on designing these types of experiments and on using the ANOVA for analyzing the resulting data.  These types of experiments often include nuisance factors, and  the blocking principle can be used in factorial designs to handle these situations.  As the number of factors of interest grows full factorials become too expensive and fractional versions of the factorial design are useful.  This course will  cover the benefits of fractional factorials, along with methods for constructing and analyzing the data from these experiments.",[],"['English', 'Course 2 of 4 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 12 hours to complete
480,/learn/customising-models-tensorflow2,Customising your models with TensorFlow 2,Imperial College London,4.8,"68,356 recent views",82 ratings,34,"Welcome to this course on Customising your models with TensorFlow 2!In this course you will deepen your knowledge and skills with TensorFlow, in order to develop fully customised deep learning models and workflows for any application. You will use lower level APIs in TensorFlow to develop complex model architectures, fully customised layers, and a flexible data workflow. You will also expand your knowledge of the TensorFlow APIs to include sequence models.

You will put concepts that you learn about into practice straight away in practical, hands-on coding tutorials, which you will be guided through by a graduate teaching assistant. In addition there is a series of automatically graded programming assignments for you to consolidate your skills.

At the end of the course, you will bring many of the concepts together in a Capstone Project, where you will develop a custom neural translation model from scratch.

TensorFlow is an open source machine library, and is one of the most widely used frameworks for deep learning. The release of TensorFlow 2 marks a step change in the product development, with a central focus on ease of use for all users, from beginner to advanced level. 

This course follows on directly from the previous course Getting Started with TensorFlow 2. The additional prerequisite knowledge required in order to be successful in this course is proficiency in the python programming language, (this course uses python 3), knowledge of general machine learning concepts (such as overfitting/underfitting, supervised learning tasks, validation, regularisation and model selection), and a working knowledge of the field of deep learning, including typical model architectures (MLP, CNN, RNN, ResNet), and concepts such as transfer learning, data augmentation and word embeddings.",[],"['English', 'Intermediate Level', 'Shareable Certificate', 'Course 2 of 3 in the', 'Flexible deadlines', '100% online']",Approx. 27 hours to complete
481,/learn/sql-server-shujuku-jishu,SQL Server数据库技术,Xi'an Jiaotong University,4.7,"2,454 recent views",61 ratings,10,在信息化社会，充分有效地管理和利用各类信息资源，是进行科学研究和决策管理的前提。数据库技术是有效地管理和利用各类信息资源的重要技术手段。通过本课程，你将获得数据库技术的基本知识，学会通过SQL Server数据库管理系统管理数据，包括安装数据库管理系统，创建数据库和数据表，插入数据和维护数据等，特别是可以使用SQL Server按各种条件查询需要的信息。,[],"['Course 4 of 6 in the', 'Shareable Certificate', 'Chinese (Simplified)', 'Flexible deadlines', '100% online']",Approx. 9 hours to complete
482,/learn/text-mining,Text Mining and Analytics,University of Illinois at Urbana-Champaign,4.5,"26,132 recent views",633 ratings,139,"This course will cover the major techniques for mining and analyzing text data to discover interesting patterns, extract useful knowledge, and support decision making, with an emphasis on statistical approaches that can be generally applied to arbitrary text data in any natural language with no or minimum human effort. Detailed analysis of text data requires understanding of natural language text, which is known to be a difficult task for computers. However, a number of statistical approaches have been shown to work well for the ""shallow"" but robust analysis of text data for pattern finding and knowledge discovery. You will learn the basic concepts, principles, and major algorithms in text mining and their potential applications.","['10%got a pay increase or promotion', '33%got a tangible career benefit from this course', '27%started a new career after completing these courses']","['English', 'Shareable Certificate', 'Flexible deadlines', '100% online', 'Course 3 of 6 in the']",Approx. 33 hours to complete
483,/learn/analticas-y-mtricas-de-marketing,Analíticas y Métricas de Marketing,Tecnológico de Monterrey,4.9,"18,169 recent views",23 ratings,13,"En este primer curso se comprenderá el comportamiento de los usuarios y el impacto en la medición de interacciones que se dan en las Páginas web, Landing page o búsquedas de información de navegadores tradicionales. También podremos distinguir las principales herramientas de la analítica que se utilizan en el mercado y la importancia en el uso de Google Analytics. También será relevante identificar los principales objetivos comerciales y de marca a través del uso de las herramientas y métricas de analítica web.Los objetivos del curso son los siguientes:
1. Comprender el comportamiento de los usuarios y el impacto en la medición de interacciones que se dan en las Páginas web, Landing page o búsquedas de información de navegadores tradicionales.
2. Distinguir las principales herramientas de analítica que se utilizan en el mercado y la importancia en el uso de Google Analytics.
3. Identificar los principales objetivos comerciales y de marca a través del uso de las herramientas y métricas de analítica web.

Es importante aclarar que junto con los alcances de los cursos 1 y 2 podremos entender la importancia que tienen las métricas en Marketing, haciendo un enlace entre lo tradicional y lo digital, con la intención de proporcionar las habilidades para desarrollar y editar sitios web para hacerlos más atractivos, así como enlazarlos con el uso de las redes sociales adecuadas para lograr un match con la estrategia organizacional y alcanzar los objetivos que tenga la organización.",[],"['Shareable Certificate', 'Beginner Level', 'Spanish', 'Flexible deadlines', '100% online']",Approx. 29 hours to complete
